series,x,y
Before,116.5,1384.0
Before,117.5,1448.0
Before,118.5,1567.0
Before,119.5,1572.0
Before,120.5,1604.0
Before,121.5,1777.0
Before,122.5,1817.0
Before,123.5,1893.0
Before,124.5,2029.0
Before,125.5,2141.0
Before,126.5,2304.0
Before,127.5,2321.0
Before,128.5,2368.0
Before,129.5,2522.0
Before,130.5,2306.0
Before,131.5,2304.0
Before,132.5,2252.0
Before,133.5,2078.0
Before,134.5,1992.0
Before,135.5,1822.0
Before,136.5,1933.0
Before,137.5,1903.0
Before,138.5,2025.0
Before,139.5,2136.0
Before,140.5,2261.0
Before,141.5,2303.0
Before,142.5,2327.0
Before,143.5,2453.0
Before,144.5,2459.0
Before,145.5,2408.0
Before,146.5,2236.0
Before,147.5,2316.0
Before,148.5,2287.0
Before,149.5,2174.0
Before,150.5,2283.0
Before,151.5,2316.0
Before,152.5,2392.0
Before,153.5,2595.0
Before,154.5,2687.0
Before,155.5,2745.0
Before,156.5,2701.0
Before,157.5,2555.0
Before,158.5,2411.0
Before,159.5,2261.0
Before,160.5,2041.0
Before,161.5,1852.0
Before,162.5,1780.0
Before,163.5,1615.0
Before,164.5,1473.0
Before,165.5,1425.0
Before,166.5,1352.0
Before,167.5,1234.0
Before,168.5,1254.0
Before,169.5,1195.0
Before,170.5,1170.0
Before,171.5,1208.0
Before,172.5,1342.0
Before,173.5,1263.0
Before,174.5,1233.0
Before,175.5,1158.0
Before,176.5,1186.0
Before,177.5,1225.0
Before,178.5,1085.0
Before,179.5,943.0
Before,180.5,905.0
Before,181.5,822.0
Before,182.5,785.0
Before,183.5,689.0
Before,184.5,609.0
Before,185.5,630.0
Before,186.5,644.0
Before,187.5,678.0
Before,188.5,635.0
Before,189.5,663.0
Before,190.5,739.0
Before,191.5,795.0
Before,192.5,830.0
Before,193.5,941.0
Before,194.5,905.0
Before,195.5,976.0
Before,196.5,920.0
Before,197.5,910.0
Before,198.5,843.0
Before,199.5,822.0
Before,200.5,870.0
Before,201.5,902.0
Before,202.5,834.0
Before,203.5,886.0
Before,204.5,908.0
Before,205.5,970.0
Before,206.5,977.0
Before,207.5,1065.0
Before,208.5,1042.0
Before,209.5,1069.0
Before,210.5,956.0
Before,211.5,982.0
Before,212.5,954.0
Before,213.5,865.0
Before,214.5,697.0
Before,215.5,544.0
Before,216.5,491.0
Before,217.5,393.0
Before,218.5,381.0
Before,219.5,284.0
Before,220.5,230.0
Before,221.5,234.0
Before,222.5,195.0
Before,223.5,188.0
Before,224.5,125.0
Before,225.5,77.0
Before,226.5,74.0
Before,227.5,59.0
Before,228.5,51.0
Before,229.5,22.0
Before,230.5,19.0
Before,231.5,9.0
Before,232.5,7.0
Before,233.5,6.0
Before,234.5,8.0
Before,235.5,1.0
Before,236.5,0.0
Before,237.5,0.0
Before,238.5,1.0
Before,239.5,0.0
Before,240.5,0.0
Before,241.5,0.0
Before,242.5,2.0
Before,243.5,0.0
Before,244.5,1.0
Before,245.5,1.0
Before,246.5,0.0
Before,247.5,0.0
Before,248.5,0.0
Before,249.5,0.0
Before,250.5,0.0
Before,251.5,0.0
Before,252.5,0.0
Before,253.5,0.0
Before,254.5,0.0
Before,255.5,0.0
After,0.5,349.0
After,1.5,1122.0
After,2.5,500.0
After,3.5,1373.0
After,4.5,940.0
After,5.5,1061.0
After,6.5,1254.0
After,7.5,0.0
After,8.5,1442.0
After,9.5,1647.0
After,10.5,0.0
After,11.5,1762.0
After,12.5,0.0
After,13.5,1881.0
After,14.5,0.0
After,15.5,1998.0
After,16.5,0.0
After,17.5,2093.0
After,18.5,0.0
After,19.5,2020.0
After,20.5,0.0
After,21.5,2103.0
After,22.5,0.0
After,23.5,2086.0
After,24.5,0.0
After,25.5,2031.0
After,26.5,0.0
After,27.5,1979.0
After,28.5,0.0
After,29.5,1807.0
After,30.5,1732.0
After,31.5,0.0
After,32.5,1668.0
After,33.5,1578.0
After,34.5,0.0
After,35.5,1469.0
After,36.5,1276.0
After,37.5,1238.0
After,38.5,0.0
After,39.5,1220.0
After,40.5,1933.0
After,41.5,975.0
After,42.5,881.0
After,43.5,889.0
After,44.5,791.0
After,45.5,1569.0
After,46.5,779.0
After,47.5,852.0
After,48.5,820.0
After,49.5,1617.0
After,50.5,878.0
After,51.5,909.0
After,52.5,869.0
After,53.5,853.0
After,54.5,947.0
After,55.5,972.0
After,56.5,1820.0
After,57.5,864.0
After,58.5,935.0
After,59.5,934.0
After,60.5,967.0
After,61.5,1009.0
After,62.5,1016.0
After,63.5,1062.0
After,64.5,1132.0
After,65.5,1123.0
After,66.5,1188.0
After,67.5,0.0
After,68.5,1220.0
After,69.5,1323.0
After,70.5,1401.0
After,71.5,0.0
After,72.5,1538.0
After,73.5,1619.0
After,74.5,0.0
After,75.5,1808.0
After,76.5,0.0
After,77.5,1870.0
After,78.5,0.0
After,79.5,2087.0
After,80.5,0.0
After,81.5,1894.0
After,82.5,0.0
After,83.5,1932.0
After,84.5,1956.0
After,85.5,0.0
After,86.5,1836.0
After,87.5,0.0
After,88.5,1762.0
After,89.5,0.0
After,90.5,1729.0
After,91.5,1612.0
After,92.5,0.0
After,93.5,1504.0
After,94.5,1434.0
After,95.5,1367.0
After,96.5,0.0
After,97.5,1362.0
After,98.5,1344.0
After,99.5,1345.0
After,100.5,0.0
After,101.5,1451.0
After,102.5,1358.0
After,103.5,1356.0
After,104.5,0.0
After,105.5,1384.0
After,106.5,1448.0
After,107.5,0.0
After,108.5,1567.0
After,109.5,1572.0
After,110.5,0.0
After,111.5,1604.0
After,112.5,0.0
After,113.5,1777.0
After,114.5,1817.0
After,115.5,0.0
After,116.5,1893.0
After,117.5,0.0
After,118.5,2029.0
After,119.5,0.0
After,120.5,2141.0
After,121.5,0.0
After,122.5,2304.0
After,123.5,0.0
After,124.5,0.0
After,125.5,2321.0
After,126.5,0.0
After,127.5,2368.0
After,128.5,0.0
After,129.5,2522.0
After,130.5,0.0
After,131.5,0.0
After,132.5,2306.0
After,133.5,0.0
After,134.5,2304.0
After,135.5,0.0
After,136.5,2252.0
After,137.5,0.0
After,138.5,2078.0
After,139.5,0.0
After,140.5,1992.0
After,141.5,0.0
After,142.5,1822.0
After,143.5,0.0
After,144.5,1933.0
After,145.5,0.0
After,146.5,1903.0
After,147.5,0.0
After,148.5,2025.0
After,149.5,0.0
After,150.5,2136.0
After,151.5,0.0
After,152.5,2261.0
After,153.5,0.0
After,154.5,2303.0
After,155.5,0.0
After,156.5,2327.0
After,157.5,0.0
After,158.5,0.0
After,159.5,2453.0
After,160.5,0.0
After,161.5,2459.0
After,162.5,0.0
After,163.5,2408.0
After,164.5,0.0
After,165.5,0.0
After,166.5,2236.0
After,167.5,0.0
After,168.5,2316.0
After,169.5,0.0
After,170.5,2287.0
After,171.5,0.0
After,172.5,2174.0
After,173.5,0.0
After,174.5,2283.0
After,175.5,0.0
After,176.5,0.0
After,177.5,2316.0
After,178.5,0.0
After,179.5,2392.0
After,180.5,0.0
After,181.5,0.0
After,182.5,2595.0
After,183.5,0.0
After,184.5,2687.0
After,185.5,0.0
After,186.5,0.0
After,187.5,2745.0
After,188.5,0.0
After,189.5,2701.0
After,190.5,0.0
After,191.5,0.0
After,192.5,2555.0
After,193.5,0.0
After,194.5,2411.0
After,195.5,0.0
After,196.5,2261.0
After,197.5,0.0
After,198.5,2041.0
After,199.5,0.0
After,200.5,1852.0
After,201.5,0.0
After,202.5,1780.0
After,203.5,0.0
After,204.5,1615.0
After,205.5,1473.0
After,206.5,1425.0
After,207.5,0.0
After,208.5,1352.0
After,209.5,1234.0
After,210.5,1254.0
After,211.5,1195.0
After,212.5,1170.0
After,213.5,0.0
After,214.5,1208.0
After,215.5,1342.0
After,216.5,1263.0
After,217.5,1233.0
After,218.5,1158.0
After,219.5,0.0
After,220.5,1186.0
After,221.5,1225.0
After,222.5,1085.0
After,223.5,943.0
After,224.5,1727.0
After,225.5,785.0
After,226.5,1298.0
After,227.5,630.0
After,228.5,1322.0
After,229.5,635.0
After,230.5,1402.0
After,231.5,795.0
After,232.5,830.0
After,233.5,941.0
After,234.5,905.0
After,235.5,976.0
After,236.5,1830.0
After,237.5,843.0
After,238.5,822.0
After,239.5,870.0
After,240.5,902.0
After,241.5,1720.0
After,242.5,908.0
After,243.5,970.0
After,244.5,977.0
After,245.5,1065.0
After,246.5,1042.0
After,247.5,1069.0
After,248.5,956.0
After,249.5,982.0
After,250.5,954.0
After,251.5,865.0
After,252.5,1241.0
After,253.5,1265.0
After,254.5,943.0
After,255.5,651.0
